id,sentence_A,sentence_B,relatedness
748,A married couple is walking down the aisle,The bride is leaving the groom after the wedding,2.6
749,A married couple is walking down the aisle,The bride and the groom are leaving after the wedding,3.4
750,The students are filling the classroom,A classroom is full of students,4.3
751,A classroom is full of students,A classroom is empty,2.3
752,The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,4.8
753,The presentation isn't being watched by a classroom of students,The presentation is being watched by a classroom of students,4.4
754,The presentation is being attended by a classroom of students,A classroom is full of students,3.4
755,The presentation isn't being watched by a classroom of students,A classroom is full of students,3.1
756,The presentation is being watched by a classroom of students,The students are filling the classroom,2.9
757,The presentation is being watched by a classroom of students,A classroom is empty,3
758,The presentation is being watched by a classroom of students,A classroom is full of students,3.9
760,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,3.2
761,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,3.5
762,The kid is happily sliding in the snow,The kid is sliding in the snow,4.5
763,The kid is sliding in the snow,The kid is still in the snow,4.2
764,A snow slide is full of kids,The kid is sliding in the snow,3.4
765,The kid is happily sliding in the snow,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,4
766,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is still in the snow,3.4
767,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A snow slide is full of kids,2.7
769,The kid is sliding in the snow,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,2.7
770,The kid is sliding in the snow,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,3.6
771,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is sliding in the snow,3.6
772,A woman and a dog are peacefully sitting on a tree stump,A woman and a dog are sitting on a tree stump,4.5
773,A woman and a dog are standing near a tree stump,A woman and a dog are sitting on a tree stump,3.5
774,"A woman, who is old, is near a dog that has a white coat","A woman, who is old, is near a white dog",4.4
775,"A woman, who is old, is near a white dog","A woman, who is old, is far from a white dog",3.6
776,"A woman, who is old, is near a dog that has a white coat",A woman and a dog are sitting on a tree stump,2.8
777,"A woman, who is old, is far from a white dog",A woman and a dog are sitting on a tree stump,2.4
778,"A woman, who is old, is near a white dog",A woman and a dog are peacefully sitting on a tree stump,3.685
779,"A woman, who is old, is near a white dog",A woman and a dog are standing near a tree stump,3
780,"A woman, who is old, is near a white dog",A woman and a dog are sitting on a tree stump,3.1
781,A dog is excitedly playing with water in a field,A dog is excitedly playing with water in the grass,4.3
782,A dog is excitedly playing with water in the grass,There is no dog excitedly playing with water in the grass,3.75
783,A man is watering the grass and excitedly playing with a dog,A dog is excitedly playing with water in the grass,3.5
784,The dog is biting some droplets of water,The dog is snapping at some droplets of water,4.5
785,The dog is snapping at some droplets of water,The dog isn't snapping at some droplets of water,4
786,The dog is snapping at some droplets of water,A snap is depicting some water falling in droplets on the dog,2.3
787,A dog is excitedly playing with water in the grass,The dog is biting some droplets of water,3.2
788,The dog isn't snapping at some droplets of water,A dog is excitedly playing with water in the grass,3.5
789,A dog is excitedly playing with water in the grass,A snap is depicting some water falling in droplets on the dog,2.9
790,A dog is excitedly playing with water in a field,The dog is snapping at some droplets of water,3.65
791,The dog is snapping at some droplets of water,There is no dog excitedly playing with water in the grass,3.5
792,A man is watering the grass and excitedly playing with a dog,The dog is snapping at some droplets of water,2.4
793,The dog is snapping at some droplets of water,A dog is excitedly playing with water in the grass,4.2
794,Two men are walking two dogs with golden coats in the snow,Two people are walking two dogs with golden coats in the snow,4.6
795,Two people are walking two dogs with golden coats in the snow,Two people are in the snow holding two dogs with golden coats,3.8
796,"Two people are in the snow, wearing clothes that provide camouflage","Some people are in the snow, wearing clothes that provide camouflage",4.4
797,Nobody is in the snow wearing clothes that provide camouflage,"Two people are in the snow, wearing clothes that provide camouflage",3.3
